1	503.535405
2	503.535405
3	489.172592
4	489.172592
5	481.943041
6	481.943041
7	479.074006
8	479.074006
9	475.308592
10	475.308592
11	473.767218
12	473.767218
13	472.950214
14	472.950214
15	472.491746
16	472.491746
17	471.993006
18	471.993006
19	471.031176
20	471.031176
21	471.017040
22	471.017040
23	470.607974
24	470.607974
25	470.554044
26	470.554044
27	470.282401
28	470.282401
29	470.191902
30	470.191902
31	470.155489
32	470.155489
33	469.830193
34	469.830193
35	469.568092
36	469.568092
37	469.283480
38	469.283480
39	469.283480
40	469.283480
41	469.283480
42	469.283480
43	469.255319
44	469.255319
45	469.226473
46	469.226473
47	468.943329
48	468.943329
49	468.943329
50	468.943329
51	468.943329
52	468.943329
53	468.943329
54	468.943329
55	468.943329
56	468.943329
57	468.897618
58	468.897618
59	468.897618
60	468.897618
61	468.897618
62	468.897618
63	468.897618
64	468.897618
65	468.897618
66	468.897618
67	468.897618
68	468.897618
69	468.882559
70	468.882559
71	468.882559
72	468.882559
73	468.882559
74	468.882559
75	468.882559
76	468.882559
77	468.882559
78	468.882559
79	468.882559
80	468.882559
81	468.882559
82	468.882559
83	468.882559
84	468.882559
85	468.882559
86	468.882559
87	468.882559
88	468.882559
89	468.882559
90	468.882559
91	468.882559
92	468.882559
93	468.882559
94	468.882559
95	468.882559
96	468.882559
97	468.882559
98	468.882559
99	468.697244
100	468.697244
101	468.697244
102	468.697244
103	468.688399
104	468.688399
105	468.499849
106	468.499849
107	468.499849
108	468.499849
109	468.499849
110	468.499849
111	468.499849
112	468.499849
113	468.499849
114	468.499849
115	468.499849
116	468.499849
117	468.471003
118	468.471003
119	468.471003
120	468.471003
121	468.471003
122	468.471003
123	468.471003
124	468.471003
125	468.471003
126	468.471003
127	468.471003
128	468.471003
129	468.471003
130	468.471003
131	468.471003
132	468.471003
133	468.471003
134	468.471003
135	468.471003
136	468.471003
137	468.471003
138	468.471003
139	468.471003
140	468.471003
141	468.471003
142	468.471003
143	468.471003
144	468.471003
145	468.398565
146	468.398565
147	468.398565
148	468.398565
149	468.398565
150	468.398565
151	468.398565
152	468.398565
153	468.398565
154	468.398565
155	468.369719
156	468.369719
157	468.369719
158	468.369719
159	468.369719
160	468.369719
161	468.369719
162	468.369719
163	468.369719
164	468.369719
165	468.369719
166	468.369719
167	468.369719
168	468.369719
169	468.369719
170	468.369719
171	468.336397
172	468.336397
173	468.336397
174	468.336397
175	468.336397
176	468.336397
177	468.336397
178	468.336397
179	468.336397
180	468.336397
181	468.336397
182	468.336397
183	468.336397
184	468.336397
185	468.336397
186	468.336397
187	468.336397
188	468.336397
189	468.336397
190	468.336397
191	468.336397
192	468.336397
193	468.336397
194	468.336397
195	468.336397
196	468.336397
197	468.283513
198	468.283513
199	468.283513
200	468.283513
201	468.283513
202	468.283513
203	468.283513
204	468.283513
205	468.283513
206	468.283513
207	468.283513
208	468.283513
209	468.283513
210	468.283513
211	468.283513
212	468.283513
213	468.283513
214	468.283513
215	468.283513
216	468.283513
217	468.283513
218	468.283513
219	468.283513
220	468.283513
221	468.283513
222	468.283513
223	468.283513
224	468.283513
225	468.283513
226	468.283513
227	468.283513
228	468.283513
229	468.283513
230	468.283513
231	468.283513
232	468.283513
233	468.283513
234	468.283513
235	468.283513
236	468.283513
237	468.283513
238	468.283513
239	468.283513
240	468.283513
241	468.283513
242	468.283513
243	468.283513
244	468.283513
245	468.283513
246	468.283513
247	468.283513
248	468.283513
249	468.283513
250	468.283513
251	468.283513
252	468.283513
253	468.283513
254	468.283513
255	468.283513
256	468.283513
257	468.283513
258	468.283513
259	468.283513
260	468.283513
261	468.283513
262	468.283513
263	468.283513
264	468.283513
265	468.283513
266	468.283513
267	468.283513
268	468.283513
269	468.283513
270	468.283513
271	468.283513
272	468.283513
273	468.283513
274	468.283513
275	468.283513
276	468.283513
277	468.283513
278	468.283513
279	468.283513
280	468.283513
281	468.283513
282	468.283513
283	468.283513
284	468.283513
285	468.283513
286	468.283513
287	468.283513
288	468.283513
289	468.283513
290	468.283513
291	468.283513
292	468.283513
293	468.283513
294	468.283513
295	468.283513
296	468.283513
297	468.283513
298	468.283513
299	468.283513
300	468.283513
301	468.283513
302	468.283513
303	468.283513
304	468.283513
305	468.283513
306	468.283513
307	468.283513
308	468.283513
309	468.283513
310	468.283513
311	468.283513
312	468.283513
313	468.283513
314	468.283513
315	468.283513
316	468.283513
317	468.283513
318	468.283513
319	468.283513
320	468.283513
321	468.283513
322	468.283513
323	468.267567
324	468.267567
325	468.267567
326	468.267567
327	468.267567
328	468.267567
329	468.267567
330	468.267567
331	468.267567
332	468.267567
333	468.267567
334	468.267567
335	468.267567
336	468.267567
337	468.267567
338	468.267567
339	468.247942
340	468.247942
341	468.247942
342	468.247942
343	468.247942
344	468.247942
345	468.247942
346	468.247942
347	468.247942
348	468.247942
349	468.247249
350	468.247249
351	468.247249
352	468.247249
353	468.247249
354	468.247249
355	468.247249
356	468.247249
357	468.247249
358	468.247249
359	468.247249
360	468.247249
361	468.247249
362	468.247249
363	468.247249
364	468.247249
365	468.247249
366	468.247249
367	468.247249
368	468.247249
369	468.247249
